desempleado,edad,sexo,educacion,area,fexp
0,27,0,18,1,106.41953842578116
1,34,1,5,0,371.58120190800406
0,60,1,11,1,253.57198456383543
0,20,1,2,1,231.65343522507305
0,41,0,14,1,327.8683928182223
0,18,1,0,0,398.44453644342275
0,23,0,11,1,155.30006066522293
0,43,1,6,1,141.97850448641046
0,35,1,1,1,290.5542652157402
1,43,0,2,0,64.90831057782682
0,46,1,19,0,86.41159690346907
0,19,1,14,1,271.5446834511919
0,62,1,19,1,245.40133441344886
1,43,0,6,1,181.40056119657555
1,42,1,12,1,153.36481316252394
0,55,1,15,1,114.5549891334126
0,61,1,8,1,99.4065885456364
0,25,1,8,1,194.43710607525554
0,58,1,17,1,136.90440489767954
0,62,0,15,1,138.3275926660869
1,35,0,9,1,138.10035854979014
1,63,0,6,0,344.87288655369275
0,57,0,1,1,128.45479281304893
1,62,1,1,1,54.8975682729204
0,59,0,18,1,134.56579568781672
1,18,0,7,1,309.86244787393036
0,62,0,12,1,73.22144615788213
1,19,0,11,0,157.03430857063924
1,62,1,10,1,210.29454764097957
1,61,0,3,1,210.4203106910189
1,27,1,2,1,246.01374416174949
1,38,0,0,1,59.009220677562894
0,58,1,7,1,237.7413143311181
1,53,0,4,1,379.14501724356705
0,19,1,19,1,313.0113005179572
1,25,0,14,1,250.34825809829036
0,49,1,0,0,295.25995309578366
1,59,1,12,0,54.84862722757824
1,47,1,11,1,146.11650914596015
0,41,0,10,1,204.26787045853692
1,36,1,10,1,100.17008304327607
0,32,0,7,1,264.3380500688585
1,24,1,12,1,206.34104472822767
0,25,1,14,1,273.6103205585588
1,36,0,1,1,155.30572531365033
1,30,1,15,1,133.8394839161449
1,60,1,13,0,354.1111273910374
1,19,1,12,0,89.81764531194466
1,48,0,10,1,149.07620604499368
1,48,0,2,0,126.66602556017968
0,63,0,9,1,141.30822845630217
0,58,0,13,0,54.7809034924629
0,48,1,19,0,240.96515413032733
1,21,1,3,1,154.94098375685638
0,35,0,1,1,280.11849571930816
0,26,1,2,0,306.5955166601402
0,47,0,14,0,363.7276521025309
0,30,1,3,1,91.7221317761945
0,53,1,8,1,100.32445814116659
0,58,1,19,1,304.9564620819561
0,50,1,12,0,329.5541354005523
0,50,0,14,1,276.63421268113973
1,54,1,10,1,328.2680438746218
0,43,1,2,1,62.500213443744016
1,46,0,19,0,288.0878251003793
0,37,1,19,1,59.34250444561348
1,28,1,14,1,100.06452191188933
0,45,0,7,1,64.79721216132147
0,52,1,15,1,197.94187291093763
1,39,1,5,1,257.6866731764458
0,42,1,3,0,260.59693807745623
0,52,1,9,1,115.0926611080744
0,49,0,1,0,69.32415268692623
0,34,0,5,0,164.74305838323173
1,48,1,0,1,75.40598601325965
0,29,0,13,1,320.4819812094022
0,53,1,10,0,134.36549621473756
0,45,0,19,1,333.95013872253355
0,60,0,17,1,180.90410003349723
0,33,1,14,0,239.34333219269664
1,22,1,18,0,142.99576918498119
0,62,0,0,1,302.28509873626234
0,49,0,5,0,317.5229402171799
0,51,0,4,1,141.9052859770796
0,40,1,3,0,330.60634976906664
0,50,0,19,1,86.33340975098312
1,21,1,5,1,356.11571070437014
1,40,0,13,1,58.1491759016869
0,19,0,19,1,225.33143163041376
1,41,1,16,0,343.5207145038966
0,34,1,12,0,50.567955543626404
1,49,1,17,0,273.2288550599934
0,64,1,7,0,95.15874594064437
0,61,1,3,1,352.4493016675055
1,20,1,1,1,168.72484074194972
0,63,1,15,1,86.1558243675281
1,31,0,3,1,234.80214629392728
1,50,1,19,0,263.8960572859062
0,57,1,9,0,217.2928582025754
1,22,1,18,1,355.5051432091259
0,50,1,8,1,388.7386296332142
0,22,0,5,0,379.24748990721775
1,36,0,15,1,236.5545928876732
1,33,0,3,1,91.88512624464164
1,59,1,14,1,70.65285267073527
0,58,1,13,0,108.70575943137032
0,48,0,16,1,298.750336848341
0,61,0,7,1,206.07313509694737
1,20,0,7,0,166.2277914919618
0,28,1,15,1,140.2248993478497
1,18,1,10,1,158.09290730552948
0,64,1,7,1,387.7743753085347
0,23,0,9,1,296.45928947115715
0,61,1,10,0,109.39800800278572
0,29,0,11,1,145.09807399579395
1,53,0,15,1,94.20527645530146
0,55,1,4,0,114.1946047737503
0,42,0,5,1,148.74736418685632
0,34,1,11,1,282.7187304593208
0,25,1,3,1,325.2063810476351
0,44,1,14,1,177.4844019758989
1,56,0,12,1,273.0133215843642
1,35,1,5,1,369.62943000411053
1,30,1,3,1,123.50130167266332
1,42,1,11,1,294.1153040906569
0,62,1,15,0,222.04118948184532
1,44,0,6,1,285.18627392780826
1,43,0,10,0,307.1667841767727
1,24,0,2,0,99.38037721871211
0,50,1,11,1,273.2455287953354
1,20,0,8,1,107.24044052225926
0,64,1,7,1,375.0525967194133
0,28,1,16,1,368.8833568982241
0,34,1,8,1,76.94982572377559
0,41,0,10,0,252.3031908107494
0,57,1,14,0,293.24223982462627
0,50,1,17,1,244.44262113789574
1,46,1,8,0,306.8078095349403
1,34,0,9,1,363.3347583054677
0,39,1,13,0,364.2706801056632
1,42,1,1,0,394.2216251437635
0,29,0,1,1,338.4431358749647
1,19,0,15,0,51.92711754613814
1,29,1,8,1,213.00336926051776
0,46,1,17,1,110.96644458782544
0,27,0,16,1,131.03966984616937
0,28,1,6,1,168.3280317668029
1,53,1,0,0,143.97664652623644
0,64,0,12,0,150.31920167158444
1,22,0,19,1,76.59206530513644
1,49,0,17,1,290.8992153721664
0,59,0,7,0,399.76352809827546
1,39,0,13,1,151.02715131449094
0,27,1,16,1,291.08930534724635
0,26,1,11,1,199.18236580587913
0,46,1,0,0,281.06392314833704
0,57,1,5,1,209.8194417785399
0,25,1,14,0,77.58726887722307
0,36,0,7,0,346.6795502029829
0,31,0,11,1,70.97971814205738
1,43,1,1,1,60.5116684656275
0,38,1,1,1,267.32126659245637
0,62,1,5,1,99.27627101863227
1,57,0,0,0,123.24472762428132
0,28,1,16,0,266.19701263763625
1,59,1,10,0,122.96982623514779
0,22,1,14,0,91.95343631902327
0,62,1,13,0,313.37078349334877
0,52,1,6,1,344.25379205500354
0,41,1,11,1,135.92971514002824
1,28,0,2,1,278.4704660116032
0,52,1,2,0,263.96221243186477
1,34,1,16,0,274.7477084301111
1,19,0,4,0,304.10029660690736
0,50,0,10,1,64.55503741094194
1,59,1,7,0,266.68089933395913
0,38,1,7,1,139.3828451868642
0,30,0,14,1,160.94278961961584
0,64,0,8,1,217.23723721418278
0,24,1,0,1,374.32415429987026
1,30,0,2,1,379.8522833598737
0,51,0,9,0,269.596527761159
1,51,0,3,1,122.084169734846
0,52,0,8,1,352.53087788911057
0,51,0,9,0,90.10050638922469
1,28,0,16,1,114.56085995346643
1,45,1,19,0,187.19690346124648
0,40,1,18,1,317.86174119885044
1,36,1,15,0,201.86377779996658
1,36,0,1,1,66.5424850463971
0,59,1,8,1,125.26116632463052
0,54,1,15,1,336.01731343254914
0,27,1,17,1,79.06861461195808
0,36,0,15,1,220.15281795765893
1,28,0,11,1,140.5889392012292
0,43,0,11,1,357.78305615732944
0,47,0,6,1,189.75371935953908
1,53,0,9,1,212.8705650441761
0,19,0,12,1,124.49238502758881
0,48,1,1,1,346.9619472601588
1,51,1,9,0,256.29309504632886
1,23,1,6,0,259.2242781229161
1,30,1,19,1,300.04937717703194
0,60,1,8,0,394.56356202692274
1,42,0,1,0,199.37522793596418
0,34,1,9,1,124.96625139625664
0,19,1,3,1,95.94992250809909
1,22,0,6,1,137.24284016199118
0,46,1,17,1,180.98631861471486
1,57,1,7,0,50.49536255904212
1,45,1,1,1,172.91971407319764
1,33,0,11,0,238.87395169107515
0,54,0,1,1,274.66887642820245
1,42,0,15,1,150.97920794218118
0,44,0,3,0,285.0311225156887
1,46,0,5,0,338.2235940789722
1,59,0,19,1,274.58152826490686
1,58,0,14,0,344.1593913724803
0,50,0,11,1,366.6837860687176
1,22,0,8,1,284.60989818997876
0,22,1,4,1,334.4717341033092
1,24,1,17,1,365.39707734866823
0,39,1,17,0,356.73990205125443
1,41,0,13,1,106.22287110301956
0,56,0,7,1,122.16707182896302
1,23,1,3,1,303.9062705973862
0,23,0,2,0,357.40573165514087
1,60,1,9,1,72.19608322543515
0,41,1,6,0,162.9683191555295
0,54,0,1,1,154.7391633581796
0,40,1,19,0,360.083109871438
0,35,1,13,0,265.8290179627164
0,23,1,12,1,234.4920318410923
0,18,1,15,0,161.6774993772608
0,21,0,11,0,227.91891246093516
0,51,0,8,1,67.13707972876495
1,25,1,0,1,219.61125034866757
0,18,0,14,0,362.7879132932429
0,55,0,9,1,249.2673198294729
1,20,1,3,1,324.98939984668044
1,25,1,7,1,194.1671327805973
0,50,0,19,1,314.0894757230036
1,19,0,4,1,394.71495611625534
0,36,0,17,1,112.63830044716657
1,50,0,17,0,203.603225629563
0,56,1,11,1,124.36905304086919
1,23,1,18,0,110.98235460060027
0,36,0,7,1,149.94124218586887
0,45,0,15,1,205.62222694901632
1,45,0,17,1,68.75675324337479
0,37,0,0,0,348.7972287602721
0,27,0,15,0,135.1523765433614
0,23,0,16,0,169.9588316443386
0,59,1,10,1,195.19631779675643
1,33,0,0,1,85.10079370609756
0,26,1,14,1,345.2184724707124
1,20,0,8,1,125.41053810858756
1,56,1,11,1,117.42795772280223
0,32,1,17,1,160.00103371691375
0,27,1,5,1,63.20024619444522
1,24,1,2,0,383.6230255870949
0,55,0,16,0,293.9188105169842
0,46,0,12,1,172.44407584097794
1,39,1,4,1,342.6378966287202
0,26,0,0,1,385.7684394733327
0,48,0,8,1,136.3390507817213
0,42,0,5,0,55.77785700204551
1,34,1,12,0,392.50574040009855
0,38,0,10,1,175.66677893937245
0,61,0,5,0,313.9667505562458
1,22,1,9,0,327.0651118411448
1,29,0,14,0,368.73051430782425
0,32,0,18,0,394.5432279612239
0,39,0,0,1,380.3309229130129
1,26,0,13,1,224.80597159721597
0,20,0,1,1,96.6179689221634
0,57,0,3,0,155.89150342709058
1,37,1,15,0,293.86960365471475
0,49,0,10,0,201.84732455278314
0,39,1,16,1,322.29788549912405
0,54,1,12,1,140.0444005536263
0,52,0,18,1,187.84476382175552
1,35,1,2,0,270.45687302232915
1,20,0,13,1,129.07624491310605
0,26,1,6,0,83.15851813269913
0,36,1,15,1,194.9341862239562
0,30,0,5,1,118.65984960861007
1,55,1,5,0,156.901577819863
1,35,0,10,0,292.43054663368576
1,29,0,10,1,256.9241720100932
0,20,0,1,1,74.65514222733376
0,63,0,3,1,109.23546035082897
0,40,1,11,1,297.7943252890942
1,62,0,9,1,354.19338662828466
0,60,1,12,1,356.40091799380554
1,22,1,6,1,333.09334712225854
0,53,0,11,1,327.63901731296454
1,37,0,12,1,352.63483457681133
1,31,1,15,1,111.38480295498212
0,55,0,14,0,55.92324800979141
0,38,0,5,1,170.32049009289761
1,53,0,11,1,109.84583684931121
0,63,0,0,0,162.46161573818512
0,42,0,8,1,262.4931798602029
1,26,1,2,0,199.99221936557913
1,53,1,0,0,123.34579041207982
0,43,0,9,0,202.13576204914196
1,60,1,5,0,316.4674620525683
1,21,0,8,1,63.239609525080766
0,56,1,1,1,54.52751523921272
1,22,0,12,0,142.20883433572004
0,26,0,12,0,114.45689248332963
1,47,0,13,1,185.63907540628398
0,53,0,10,1,398.35947215485277
0,18,1,5,1,321.5975097282304
0,33,0,2,1,398.1647128559686
0,45,1,3,0,328.6341225330832
0,19,1,10,1,169.60404370370924
1,18,0,17,0,200.98762784672874
0,28,1,18,1,377.22254648924456
0,30,1,2,1,164.82166068985998
1,41,0,6,0,178.81210475889577
1,55,1,4,1,242.19932036431743
0,58,0,19,1,166.86369789538833
1,41,0,13,0,316.45525624642084
0,23,1,10,1,99.7748683718086
0,24,0,4,1,112.74506315549867
0,21,1,5,1,312.6157335659949
1,30,0,16,0,83.12574529434934
1,30,0,16,1,127.66520421163392
1,59,1,9,0,272.5761453110312
1,45,1,19,1,279.55377189195184
0,18,1,16,1,277.1917263178192
0,38,1,10,1,114.52988304661476
1,19,0,8,0,234.39732669597655
0,64,0,2,1,261.3814850915653
0,30,1,8,1,87.6923578890783
1,28,1,9,1,301.21482167297995
0,50,1,19,0,241.06987954149486
1,64,0,13,0,110.78515471748463
1,35,1,13,1,322.1610681768695
1,57,1,1,1,279.63706174764377
1,19,0,12,1,290.36021799029834
0,36,1,9,0,309.94809164324533
1,55,1,7,1,349.74510201838706
0,24,0,1,1,246.12887310387126
0,56,1,3,1,267.30787138560794
1,51,1,15,1,224.78611625448067
0,60,0,8,1,150.804882459466
1,32,1,14,1,52.428376447038886
0,50,1,1,1,396.8309418082211
0,43,0,8,1,189.5460607359322
0,62,1,18,1,370.1162964078613
0,55,1,9,1,311.88319480414157
0,32,0,9,1,107.05122869904076
1,52,1,5,1,288.24027950221927
0,23,0,11,1,228.9893106554142
0,45,1,4,1,124.14427550601553
0,52,1,10,0,361.21551148208675
1,48,1,2,0,237.20816157556754
1,18,1,15,1,211.53390992357467
1,60,1,5,1,98.66960213189911
0,57,0,5,0,114.76345708662144
1,60,0,18,1,327.59451183471566
1,53,0,10,1,296.0279149636293
0,39,1,4,1,310.0890660060063
0,22,0,13,1,216.2739088725157
0,52,1,18,1,94.13742456520424
0,53,0,5,1,389.10096352867293
0,54,1,13,0,319.76659074005534
1,30,1,7,0,239.45022943414426
0,51,0,3,1,167.65082238509297
0,30,1,11,0,392.35386320220795
1,37,1,7,1,395.4034141745799
1,21,0,19,1,163.24024375540006
0,51,1,8,0,110.16972476072235
1,41,1,18,0,101.86404363123175
1,30,1,5,0,208.04132260771067
0,20,0,19,1,281.2001515183065
1,36,0,16,1,334.79551004734026
1,58,1,10,0,287.2839842096382
0,32,1,7,1,159.01424545791633
0,29,0,12,1,234.56386743636907
1,55,1,17,1,258.82859349664045
0,48,1,17,1,231.64645763526738
0,43,1,18,1,308.52665626728015
1,29,0,16,1,289.8416988996776
0,36,1,17,1,86.80913231418347
1,25,0,13,1,329.59607260250476
0,51,0,15,1,207.52431455596005
1,33,0,7,1,288.4957459511877
0,39,0,19,1,137.54898583757944
1,46,1,6,1,63.31144225927017
0,53,0,9,1,367.09984280567943
1,41,0,13,1,217.89296068693326
0,30,1,8,1,230.7991843118936
1,42,1,1,0,351.8702666546541
0,38,1,13,1,184.77484968339422
1,49,1,17,1,284.61187028818057
0,64,0,9,1,111.49940656246359
1,45,0,0,1,358.32483245247784
0,64,0,15,1,153.7470205897739
1,27,0,14,0,135.9255871038431
0,50,0,11,1,151.15171193024037
0,43,0,3,1,178.14510092477707
0,39,0,17,0,354.9658951790213
0,43,0,2,1,356.0644487108743
0,32,1,19,1,175.25873319663026
0,43,1,3,1,345.3333483712869
1,23,1,10,0,263.1798402634414
0,25,0,14,1,206.12376408686922
1,60,1,11,1,109.77382324420974
0,40,1,3,1,153.43378412906173
1,27,0,5,0,115.50817870705689
1,19,1,0,0,147.80687020535217
1,31,0,14,0,210.52626326617425
1,22,0,11,0,144.4545917731293
0,40,0,1,0,356.6003280219749
0,60,0,13,1,89.6477222373356
0,29,0,8,1,289.34420014698173
1,29,0,18,1,245.98136826259145
0,55,0,3,1,304.9440545778271
0,34,1,12,1,79.71099663363182
0,38,1,16,1,248.14286472477144
1,19,1,2,1,341.3469429264358
0,43,1,3,1,335.938493433626
1,53,1,7,1,373.19479998018505
0,42,0,1,1,340.2908009031335
0,38,1,16,1,397.8091295565693
1,25,0,16,1,143.41074188257346
0,18,1,9,0,129.28178756530087
0,50,1,13,1,224.04111749385726
1,46,0,5,1,84.49568056127669
0,52,1,7,1,266.30068464927365
0,61,1,8,1,343.57547023350855
0,28,0,5,0,389.6185473302715
1,45,1,2,1,394.1980703115386
1,40,0,12,1,73.22335565822833
0,43,0,16,1,246.9511666434955
0,64,0,13,1,286.3777868934435
0,31,0,16,0,160.80423823891462
1,52,1,5,1,237.07885766916036
0,56,1,11,0,126.24529350572672
1,57,1,16,1,115.5378720171396
0,36,1,6,1,371.9246675310341
1,34,0,16,1,183.75463297908016
0,24,1,4,0,257.9689960571241
0,45,1,3,0,102.4638534382562
0,24,1,5,1,358.9868826713607
1,37,1,5,1,79.92486721867374
0,41,0,5,1,262.0574582918811
0,32,0,11,0,289.36571611179977
0,43,0,3,1,107.75881688336872
1,27,0,5,0,174.82779734302028
1,45,1,1,1,152.79495582022486
1,34,0,0,0,386.40765149399573
0,36,1,3,0,329.64444732211695
0,29,1,5,1,292.4427196291104
1,33,1,12,1,337.7127973095952
1,41,1,19,1,161.2483389850511
0,25,1,5,1,382.96562190921463
0,37,0,17,1,232.8164502016767
1,26,0,14,1,287.026561177905
1,60,0,11,1,196.8286779284138
0,48,0,3,1,148.85555906880916
1,32,1,7,1,304.5409576557761
0,39,0,2,0,376.0147156562373
0,36,1,8,1,157.92815424824795
0,43,0,0,0,298.78797253010976
0,25,0,4,1,376.56562671820666
1,56,1,5,1,226.92910628698988
0,18,1,17,1,259.29820225413994
1,55,0,3,0,77.62367770054905
1,63,1,12,1,84.14525216038598
0,18,1,1,0,198.27410511900968
1,50,1,14,1,106.53222220235766
1,39,0,3,1,241.9228743220497
0,47,0,12,0,359.4119638778968
0,29,0,9,0,207.13124063508198
0,29,1,15,0,352.04691071843416
0,33,1,6,0,87.45691631547973
0,18,1,18,0,217.54797936196542
0,61,0,17,1,167.14600652435024
1,57,1,8,1,61.363027381294664
0,63,1,10,0,236.70003598922528
0,40,0,9,0,371.2432041707935
1,18,0,12,1,235.55774384542528
1,40,0,2,1,237.42598073308773
1,43,0,1,1,259.66200838741844
0,21,0,1,0,159.44780792241943
1,31,0,0,1,254.7877431264831
1,52,0,18,1,383.86074743927924
1,53,0,0,1,333.6762690675366
1,59,1,19,1,85.6548450107968
0,52,0,19,1,260.6854133276364
1,50,0,0,1,319.21932886638734
0,43,0,9,1,333.64046951005986
0,21,1,1,1,316.2889333870225
0,28,0,14,1,211.70152355047009
0,35,0,16,1,203.00519654406688
0,29,0,9,1,275.8838628830147
0,55,1,11,1,229.16823583301422
1,34,0,14,0,88.72745970421224
0,57,1,9,1,359.868360029484
0,35,1,4,0,172.6067506699968
0,62,0,4,1,303.56760809221055
1,60,1,5,1,307.2572106311
1,52,1,1,1,163.7137297228176
0,57,0,8,1,68.27886180274567
0,28,1,8,1,320.37317780909876
1,61,1,15,1,96.2958560256885
1,50,0,4,1,257.79653690742794
1,31,0,4,0,163.34829310604601
1,59,1,7,1,94.24501785043805
1,57,0,6,1,97.35333349527392
0,19,1,6,0,70.50560971485346
0,25,1,6,0,65.87970178662201
1,40,1,10,0,56.87898094238516
1,29,0,18,0,275.2615108230593
1,51,1,1,1,229.51856198487212
0,52,1,4,1,116.73448712137929
1,58,1,7,1,388.5609537880736
0,61,0,5,0,186.54591085594026
0,26,1,6,1,280.7311923646841
0,46,1,4,1,180.56721499457478
1,28,0,14,1,231.96278826074587
0,31,1,1,0,343.88751730877306
1,19,1,2,0,158.48867094109414
0,48,0,3,1,137.38513370114566
1,20,0,5,1,67.15630914033582
0,45,0,19,0,197.0678726564743
0,46,1,6,1,217.49693737404775
1,27,0,13,1,150.96059817325406
0,40,1,12,0,383.1042000656006
0,19,0,18,0,64.08186003137004
0,52,0,16,0,399.70885627584937
0,33,0,14,0,147.576117438309
1,44,1,7,1,68.045534723764
0,55,0,4,1,93.24234139659603
0,55,1,3,0,173.51212274432885
0,29,1,6,1,241.60917749929774
0,47,1,11,1,135.78713083948182
1,29,0,8,1,261.20639281883143
0,26,0,19,1,277.3689110251743
0,62,1,8,1,64.05722099309307
1,48,0,6,1,345.5966398319163
0,32,0,12,1,104.64424963388439
1,31,1,15,1,153.8043773308103
1,28,0,3,1,264.88002245550365
1,63,0,11,0,300.33463322551705
0,39,1,10,1,399.28647945869625
0,39,1,12,0,233.13959552497369
0,34,1,3,1,266.7239635846907
1,37,1,10,1,231.94433670940128
1,19,0,3,0,242.8962657364649
0,55,0,6,1,158.48562632573277
1,25,0,6,1,222.98361021924057
0,37,1,19,0,87.42521352619818
0,43,0,0,1,350.24556134466
1,19,0,5,1,199.27154494189529
0,62,1,3,0,221.24007290185935
0,36,1,11,0,262.1931328545614
0,62,0,9,1,337.6488173466187
1,32,0,2,1,211.3053192525913
0,44,1,8,1,391.47400621183857
1,56,1,7,1,377.8965969413134
1,47,0,0,1,274.38485659905206
0,35,1,5,1,331.57929470455116
0,49,1,6,0,219.76666847686968
0,62,0,4,1,304.7919191243494
1,26,0,12,1,182.45294034881096
1,34,0,6,0,187.49355519207342
0,29,1,19,1,74.73051951703964
0,57,0,8,0,254.94218219938435
0,44,0,10,1,67.62923604670564
0,55,1,0,0,363.89107837647424
1,46,0,6,1,251.23676579024817
0,52,1,18,1,395.27983011433844
0,53,0,9,1,214.22257837560633
1,30,0,18,1,167.23008119861123
0,52,1,12,0,81.61104191186364
0,49,1,7,0,154.00514580082336
0,30,0,17,1,216.98837040379374
1,48,0,10,1,77.95686508462228
0,20,0,4,1,124.23369506698734
0,61,0,0,1,316.1549551216999
0,35,1,4,1,113.29695824529261
0,62,1,9,0,183.6663463749167
0,59,1,10,1,343.90992201806563
0,27,0,16,0,317.09564712365955
1,50,1,17,0,236.3075126156975
1,32,0,0,1,149.26321708637792
1,24,0,19,1,256.3962704696373
1,64,1,16,1,338.23147405774154
0,62,1,2,0,197.8274386260963
0,59,1,13,0,176.6379832686558
1,33,0,5,1,93.73453376564626
0,49,1,19,1,201.06989527434592
1,63,1,8,1,140.72264791184784
0,38,1,10,1,223.12119063665713
1,21,0,1,1,79.0804117112954
1,47,0,14,1,210.5098147219633
1,22,0,13,1,143.12082094397744
0,60,0,11,0,223.84875425002633
1,40,0,0,1,332.7906530215757
0,36,0,19,1,77.86682230035089
0,23,1,14,1,186.387367738741
0,35,1,9,0,331.60868988576135
0,63,0,13,1,318.60636525251897
0,22,1,3,0,387.51654524394615
0,37,0,2,1,199.22349723451362
1,62,1,17,0,329.99378900239316
1,25,1,1,1,292.78985352442686
1,64,0,2,1,142.5060202723344
0,24,0,2,0,242.29674300890628
0,64,0,4,1,237.13957662838098
0,60,0,4,1,307.23168472866234
0,56,0,5,0,154.20242109900676
1,26,1,12,0,139.04999777934918
1,59,1,8,0,349.24180581219554
0,58,1,10,1,259.14418767523455
1,19,1,0,0,149.8591679060952
1,30,1,16,1,349.21512833059853
0,58,1,15,1,340.7378267854236
0,60,1,14,1,136.56100849320012
1,31,0,19,1,189.98478589974823
0,31,1,4,1,284.94673079403196
0,48,0,9,1,119.25536671908617
1,27,1,6,1,67.93917498195275
0,42,0,18,1,105.00960312018887
0,64,0,11,1,92.52034130988314
0,56,0,12,1,121.76615857421542
0,40,0,14,1,83.5434237312771
1,39,1,3,1,244.99098004514073
1,54,1,3,1,243.99812787379378
1,49,1,6,0,352.33119096390243
0,40,0,18,0,197.48470007169632
1,43,0,18,1,161.91838464884415
1,18,0,15,0,267.72529760243503
1,64,0,5,0,344.703631218478
1,42,1,0,0,339.5719363788391
1,61,0,16,1,171.93469418311673
0,45,1,12,1,328.71828515627027
0,55,1,14,1,222.63758749822117
0,48,0,7,0,60.119287519030756
0,45,0,1,0,153.94401189162653
0,58,0,1,1,252.89507757731718
0,62,0,3,1,109.02217649076925
0,43,0,13,0,57.29286105282409
0,35,1,13,0,149.68333415571448
1,33,1,0,0,125.75874247581645
0,64,1,18,0,127.19191834306858
1,32,1,6,1,149.99123652144186
0,20,1,19,0,200.46070528489346
0,43,1,11,1,203.8055603815086
0,37,0,7,1,262.96347736673926
1,44,0,0,0,55.89298773651992
0,23,1,8,1,235.43481887466842
0,44,1,18,0,185.47415488708495
0,25,1,6,1,319.4637380285131
0,36,0,1,1,213.792663643181
0,52,0,3,1,239.25497819934867
0,45,1,14,0,95.2954117585336
1,64,1,8,1,107.89966559278639
1,18,0,3,1,61.18503593721853
1,23,0,13,1,147.85671005413315
0,37,0,0,0,371.1165002275894
0,57,0,10,1,73.45330316610739
